objectid,featuretype,descripton,class,facility_name,facility_operationalstatus,facility_address,abs_suburb,facility_state,abs_postcode,facility_attribute_source,facility_attribute_date,facility_source,facility_date,facility_spatial_confidence,facility_revised,facility_lat,facility_long,validated,gnaf_building_name,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_confidence,gnaf_postcode,gnaf_suburb,distance_to_gnaf,gnaf_lat,gnaf_long,comment_,lhn_code
733,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WAROOKA STATION,OPERATIONAL,36 MAIN STREET,WAROOKA,SOUTH AUSTRALIA,5577,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.990507,137.401771,,,GASA_422065570,36 MAIN STREET,2,5577,WAROOKA,14,-34.99042965,137.40189,,YNLHN
570,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WEST TORRENS DIVISION,OPERATIONAL,11 ACORN ROAD,CAMDEN PARK,SOUTH AUSTRALIA,5038,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.96189896,138.5431843,,,GASA_414915826,11 ACORN ROAD,1,5038,CAMDEN PARK,0,-34.961899,138.5431844,,CALHN
642,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WESTERN DISTRICTS STATION,OPERATIONAL,LOT 54 COOK STREET,PARNDANA,SOUTH AUSTRALIA,5220,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.78996,137.260863,,,GASA_424164292,LOT 54 COOK STREET,-1,5220,PARNDANA,2,-35.78997582,137.2608782,,BFHLHN
734,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WHYALLA DIVISION,OPERATIONAL,LOT 104 ST JOHN CRES,WHYALLA PLAYFORD,SOUTH AUSTRALIA,5600,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-33.02868608,137.5523417,,,GASA_423784788,89 NICOLSON AVENUE,0,5600,WHYALLA PLAYFORD,4,-33.0287041,137.5523732,,FUNLHN
735,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WHYALLA STATION,OPERATIONAL,LOT 104 ST JOHN CRES,WHYALLA PLAYFORD,SOUTH AUSTRALIA,5600,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-33.028675,137.552657,,,GASA_423784788,89 NICOLSON AVENUE,0,5600,WHYALLA PLAYFORD,27,-33.0287041,137.5523732,,FUNLHN
736,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WOODSIDE STATION,OPERATIONAL,24 ONKAPARINGA VALL ROAD,WOODSIDE,SOUTH AUSTRALIA,5244,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-34.953559,138.875865,,,GASA_424398632,LOT 11 ONKAPARINGA VALLEY ROAD,0,5244,WOODSIDE,38,-34.95341885,138.87549,,BFHLHN
737,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WOODVILLE DIVISION,OPERATIONAL,9A BOWER STREET,WOODVILLE,SOUTH AUSTRALIA,5011,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-34.87816318,138.5342731,,,GASA_415038387,9 BOWER STREET,1,5011,WOODVILLE,0,-34.8781631,138.5342733,,CALHN
738,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WUDINNA STATION,OPERATIONAL,LOT 29 RICHARDS AVENUE,WUDINNA,SOUTH AUSTRALIA,5652,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-33.050321,135.46512,,,GASA_424205334,LOT 29 RICHARDS AVENUE,0,5652,WUDINNA,3,-33.0503333,135.4650965,,EFNLHN
686,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,YANKALILLA DIVISION,OPERATIONAL,81 MAIN STREET,YANKALILLA,SOUTH AUSTRALIA,5203,HTTP://WWW.STJOHNSA.COM.AU,,HTTP://WWW.STJOHNSA.COM.AU,,,2018-08-18T00:00:00Z,-35.45833098,138.3515074,,,GASA_414941500,81 MAIN STREET,1,5203,YANKALILLA,3,-35.4583422,138.3514789,,BFHLHN
740,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,YANKALILLA STATION,OPERATIONAL,81 MAIN STREET,YANKALILLA,SOUTH AUSTRALIA,5203,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.458395,138.351512,,,GASA_414941500,81 MAIN STREET,1,5203,YANKALILLA,7,-35.4583422,138.3514789,,BFHLHN
687,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,YORKETOWN STATION,OPERATIONAL,7 WEANERS STREET,YORKETOWN,SOUTH AUSTRALIA,5576,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-35.021227,137.606589,,,GASA_423202619,7 WEANERS STREET,0,5576,YORKETOWN,5,-35.02120179,137.6066328,,YNLHN
688,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,YUNTA STATION,OPERATIONAL,LOT 3 RAILWAY TERRACE,YUNTA,SOUTH AUSTRALIA,5440,HTTP://WWW.SAAMBULANCE.COM.AU,,HTTP://WWW.SAAMBULANCE.COM.AU,,,2018-08-18T00:00:00Z,-32.581606,139.561244,,,GASA_424204174,LOT 3 RAILWAY TERRACE,1,5440,YUNTA,104,-32.58253648,139.5614059,,YNLHN
